"","�..linie","richtung","betriebsdatum","fahrzeug","kurs","seq_von","halt_diva_von","halt_punkt_diva_von","halt_kurz_von1","datum_von","soll_an_von","ist_an_von","soll_ab_von","ist_ab_von","seq_nach","halt_diva_nach","halt_punkt_diva_nach","halt_kurz_nach1","datum_nach","soll_an_nach","ist_an_nach1","soll_ab_nach","ist_ab_nach","fahrt_id","fahrweg_id","fw_no","fw_typ","fw_kurz","fw_lang","umlauf_von","halt_id_von","halt_id_nach","halt_punkt_id_von","halt_punkt_id_nach","arrivelate"
"927",89,1,"21.09.15",10543,2,25,1519,1,"LAUB","21.09.15",73164,73222,73182,73231,26,2550,1,"SAAL","21.09.15",73218,73263,73236,73273,56017,8630,1,1,1,"HEIZ - SIHC",93118,2550,1854,6225,4161,45
"928",14,1,"20.09.15",3060,7,8,1215,0,"HIRS","20.09.15",65574,65617,65604,65630,9,1643,0,"MIBU","20.09.15",65664,65693,65724,65708,250697,5275,1,1,1,"SEEB - TRIE",99285,1532,1504,3402,3326,29
"929",14,1,"20.09.15",3011,3,2,1275,0,"SEPL","20.09.15",24768,24792,24792,24796,3,845,0,"FELS","20.09.15",24834,24855,24858,24865,250792,5275,1,1,1,"SEEB - TRIE",99529,1934,1873,4361,4195,21
"930",14,2,"20.09.15",2021,2,18,1061,1,"GUGG","20.09.15",66336,66330,66354,66341,19,1643,1,"MIBU","20.09.15",66414,66397,66474,66420,250777,5276,2,1,2,"TRIE - SEEB",99317,2045,1504,4635,3321,-17
"931",62,2,"20.09.15",10535,4,10,1821,21,"OBEW","20.09.15",54216,54269,54240,54282,11,1705,11,"NEUA","20.09.15",54306,54361,54330,54378,23273,15081,2,1,2,"SCHW - UAFF",93851,2442,2429,5595,5565,55
"932",63,1,"20.09.15",10521,5,5,2069,20,"RIEG","20.09.15",31218,31249,31236,31258,6,2145,20,"SAAT","20.09.15",31272,31310,31290,31323,23314,2784,7,1,7,"BOER - SCHW Mutation auf Li 062",93541,2468,2465,5659,5653,38
"933",80,1,"20.09.15",10529,8,14,2935,1,"WINZ","20.09.15",53454,53534,53496,53554,15,6015,20,"WINS","20.09.15",53520,53589,53526,53597,26200,4824,1,1,1,"BOEN - TRIS",90280,2711,2695,6441,6401,69
"934",2,1,"23.09.15",3002,3,11,1357,0,"KALK","24.09.15",1110,1075,1140,1123,12,478,0,"BEZI","24.09.15",1176,1175,1206,1191,349691,4399,1,1,1,"FARB - BTIE",104474,1906,1306,4292,2829,-1
"935",33,1,"24.09.15",10181,13,5,3645,10,"BOGA","24.09.15",73662,73675,73674,73683,6,1144,12,"HEGI","24.09.15",73740,73753,73752,73764,354043,11671,1,1,1,"BTIE - TRIE",104825,2638,2113,6019,4846,13
"936",2,1,"23.09.15",2062,6,20,1456,0,"KRES","23.09.15",30816,30965,30852,30982,21,832,0,"FELD","23.09.15",30894,31042,30924,31063,349762,4399,1,1,1,"FARB - BTIE",104126,2612,2689,5952,6389,148
"937",5,2,"23.09.15",2088,3,4,2771,1,"SIHN","23.09.15",52680,52743,52710,52758,5,2795,1,"WAFF","23.09.15",52764,52887,52800,52902,350142,4520,4,1,4,"LAUB - KFLU",103698,2183,2781,4992,6621,123
"938",12,1,"23.09.15",3070,3,15,6735,0,"WGLA07","23.09.15",80412,80379,80430,80386,16,6659,0,"WNEU07","23.09.15",80508,80459,80520,80465,46305,1495,1,1,1,"FRAF - BSTE",91371,2187,2078,5003,4721,-49
"939",10,2,"23.09.15",3070,3,15,1215,1,"HIRS","23.09.15",39624,39623,39654,39638,16,465,1,"BERN","23.09.15",39708,39705,39738,39722,46288,12798,4,1,4,"GESS - FRAF Mutation auf Li 12",91371,1532,2276,3400,5192,-3
"940",2,1,"23.09.15",3002,3,5,1364,0,"KAPP","23.09.15",74172,74140,74196,74157,6,883,0,"FREI","23.09.15",74238,74210,74256,74225,349633,4399,1,1,1,"FARB - BTIE",104474,2244,2253,5088,5122,-28
"941",912,1,"23.09.15",11658,2,20,2038,50,"REBW","23.09.15",27474,27706,27492,27706,21,1341,50,"ITDO","23.09.15",27594,27767,27612,27777,182179,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2780,2548,6615,6221,173
"942",75,2,"23.09.15",10417,5,11,497,20,"BIGL","23.09.15",35454,35423,35472,35431,12,128,20,"AUSS","23.09.15",35508,35473,35520,35483,53488,13276,52,1,52,"BOEN - SEPL neue Fz.",91794,1797,1677,4026,3790,-35
"943",32,2,"22.09.15",10079,1,21,1705,11,"NEUA","22.09.15",36696,36729,36708,36754,22,1000,11,"GLAU","22.09.15",36762,36799,36780,36817,353312,4327,2,1,2,"STRV - HOLZ",104947,2429,2454,5565,5628,37
"944",912,2,"22.09.15",11660,2,9,1011,51,"GOBA","22.09.15",28482,28582,28500,28592,10,610,51,"BUEH","22.09.15",28542,28705,28560,28713,182180,16406,20,1,20,"ITFA - OPER wenden OPER",96381,2746,2583,6536,6322,163
"945",8,1,"22.09.15",2066,1,9,601,0,"BOES","22.09.15",37224,37247,37242,37258,10,615,0,"BURK","22.09.15",37314,37355,37350,37373,407465,4595,1,1,1,"HARP - KLUS",105819,2228,2590,6211,6341,41
"946",46,1,"22.09.15",10145,8,5,2364,10,"SEGA","22.09.15",77226,77255,77244,77258,6,2402,10,"SING","22.09.15",77262,77293,77280,77293,353636,4714,1,1,1,"RUET - BQUA",104516,2587,2831,6329,6753,31
"947",3,2,"21.09.15",3009,10,8,412,1,"BPLA","21.09.15",70194,70295,70242,70324,9,1608,1,"LOEW","21.09.15",70284,70405,70314,70418,44307,4449,2,1,2,"KLUS - ALBR",91998,1541,2256,3448,5130,121
"948",14,1,"21.09.15",2021,8,15,413,0,"BQUA","21.09.15",29340,29305,29400,29339,16,412,1,"BPLA","21.09.15",29472,29490,29520,29525,47550,5275,1,1,1,"SEEB - TRIE",91081,1542,1541,3457,3448,18
"949",80,2,"21.09.15",10272,18,17,1626,21,"MEIE","21.09.15",84828,84862,84870,84879,18,1280,23,"HOEB","21.09.15",84942,84952,84960,84964,435624,4827,4,1,4,"TRIE - BOEN",106484,2607,2610,5935,5947,10
"950",89,2,"21.09.15",10249,1,3,1519,0,"LAUB","21.09.15",29250,29285,29268,29299,4,2722,0,"UETL","21.09.15",29322,29370,29340,29396,55994,8631,2,1,2,"SIHC - HEIZ",92774,2550,2633,6228,6010,48
"951",14,1,"20.09.15",2013,6,2,1275,0,"SEPL","20.09.15",37512,37514,37542,37527,3,845,0,"FELS","20.09.15",37584,37581,37608,37611,250877,5275,1,1,1,"SEEB - TRIE",99412,1934,1873,4361,4195,-3
"952",14,1,"20.09.15",2053,4,13,435,0,"BECK","20.09.15",80430,80412,80454,80418,14,2474,0,"STAM","20.09.15",80514,80506,80544,80520,250836,5275,1,1,1,"SEEB - TRIE",99345,2086,2088,4753,4762,-8
"953",62,1,"20.09.15",10521,5,15,908,20,"FROB","20.09.15",79260,79268,79278,79276,16,901,20,"FRDR","20.09.15",79314,79322,79332,79330,23348,15019,11,1,11,"UAFF - SCHW Mutation auf Li 063",93541,2441,2440,5593,5591,8
"954",62,1,"20.09.15",10535,4,6,1000,10,"GLAU","20.09.15",49440,49550,49464,49565,7,1705,20,"NEUA","20.09.15",49512,49633,49536,49645,23270,15094,1,1,1,"UAFF - SCHW",93851,2454,2429,5626,5566,121
"955",62,2,"20.09.15",10535,4,10,1821,21,"OBEW","20.09.15",72216,72217,72240,72227,11,1705,11,"NEUA","20.09.15",72306,72311,72330,72325,23285,15081,2,1,2,"SCHW - UAFF",93851,2442,2429,5595,5565,5
"956",33,2,"24.09.15",10542,2,33,2907,0,"WILD","24.09.15",56862,57004,56874,57013,34,3041,10,"BTIE","24.09.15",56982,57146,56982,57373,352950,11890,2,1,2,"TRIE - BTIE",103255,2651,2788,6056,6639,164
"957",5,2,"23.09.15",2077,3,1,1519,5,"LAUB","23.09.15",27312,27372,27312,27373,2,1519,1,"LAUB","23.09.15",27348,27410,27372,27424,350126,4520,4,1,4,"LAUB - KFLU",103698,2550,2550,6224,6225,62
"958",10,1,"23.09.15",3070,3,2,6232,0,"FRAF07","23.09.15",25776,25802,25794,25815,3,3027,0,"FLUG07","23.09.15",25872,25890,25902,25919,46283,3747,1,1,1,"FRAF - GESS",91371,373,588,826,1302,18
"959",12,1,"23.09.15",3067,16,1,6232,3,"FRAF07","23.09.15",28680,28710,28680,28710,2,6232,0,"FRAF07","23.09.15",28746,28781,28764,28792,47369,1495,1,1,1,"FRAF - BSTE",90499,373,373,827,826,35
"960",2,2,"23.09.15",3002,3,4,1286,1,"HOES","23.09.15",34776,34803,34806,34822,5,832,1,"FELD","23.09.15",34842,34861,34878,34877,349616,4400,2,1,2,"BTIE - FARB",104474,2615,2689,5961,6392,19
"961",2,1,"23.09.15",3002,3,1,821,0,"FARB","23.09.15",64620,64584,64620,64584,2,137,0,"BACH","23.09.15",64674,64631,64692,64644,349629,4399,1,1,1,"FARB - BTIE",104474,1310,2818,2859,6728,-43
"962",5,2,"23.09.15",2093,1,11,1472,3,"KUNS","23.09.15",30282,30372,30324,30406,12,1359,1,"KANT","23.09.15",30372,30457,30396,30477,350834,4520,4,1,4,"LAUB - KFLU",103687,1305,2571,6133,6282,85
"963",75,2,"23.09.15",10415,6,5,6250,21,"HIMM","23.09.15",38166,38180,38184,38206,6,573,22,"BUHN","23.09.15",38244,38274,38262,38284,53542,13276,52,1,52,"BOEN - SEPL neue Fz.",93879,2847,2682,6793,6377,30
"964",32,1,"22.09.15",10079,1,4,767,10,"EINF","22.09.15",63066,63131,63078,63141,5,1000,10,"GLAU","22.09.15",63144,63210,63162,63224,352508,4326,1,1,1,"HOLZ - STRV",104947,2457,2454,5635,5626,66
"965",32,2,"22.09.15",10085,16,21,1705,11,"NEUA","22.09.15",28938,29169,28950,29180,22,1000,11,"GLAU","22.09.15",29004,29237,29022,29250,352893,4327,2,1,2,"STRV - HOLZ",103622,2429,2454,5565,5628,233
"966",786,2,"22.09.15",11017,12,15,617,11,"CARL","22.09.15",49068,49138,49086,49153,16,1430,50,"KLUS","22.09.15",49338,49398,49338,49540,68111,6500,8,1,8,"FAEI - KLUS",92871,2428,1905,5563,4282,60
"967",912,1,"22.09.15",11660,2,10,715,52,"DUFP","22.09.15",37734,37881,37752,37889,11,476,50,"BEUG","22.09.15",37794,37953,37812,37977,182185,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2628,2659,5997,6073,159
"968",912,2,"22.09.15",11658,3,19,1286,1,"HOES","22.09.15",67890,67872,67908,67882,20,832,1,"FELD","22.09.15",67956,67924,67974,67944,182222,16406,20,1,20,"ITFA - OPER wenden OPER",97533,2615,2689,5961,6392,-32
"969",14,1,"21.09.15",3085,11,24,2638,0,"TALW","21.09.15",42432,42497,42462,42518,25,1187,0,"HEUR","21.09.15",42486,42552,42510,42565,47739,5275,1,1,1,"SEEB - TRIE",93090,2627,1908,5994,6121,66
"970",80,1,"21.09.15",10412,10,26,1007,20,"GOLD","21.09.15",51120,51149,51144,51149,27,1320,20,"IDEY","21.09.15",51180,51187,51204,51198,435519,4824,1,1,1,"BOEN - TRIS",106666,2718,2851,6470,6799,7
"971",89,2,"21.09.15",10543,2,7,1307,11,"IHAG","21.09.15",62238,62306,62262,62316,8,904,11,"FRIE","21.09.15",62304,62368,62334,62392,56012,8633,4,1,4,"SIHC - BALT",93118,2807,2662,6687,6080,64
"972",89,1,"21.09.15",10618,3,17,3123,20,"IMGU","21.09.15",50052,50101,50076,50122,18,2160,20,"SCHA","21.09.15",50136,50197,50166,50210,56033,8630,1,1,1,"HEIZ - SIHC",92308,2777,1010,6609,2188,61
"973",14,1,"20.09.15",2021,2,3,845,0,"FELS","20.09.15",56784,56791,56808,56810,4,3447,0,"BOEO","20.09.15",56862,56870,56886,56884,250774,5275,1,1,1,"SEEB - TRIE",99317,1873,1919,4195,9442,8
"974",14,1,"20.09.15",2013,6,16,412,1,"BPLA","20.09.15",33192,33184,33240,33220,17,1608,1,"LOEW","20.09.15",33282,33284,33312,33296,250875,5275,1,1,1,"SEEB - TRIE",99412,1541,2256,3448,5130,2
"975",63,1,"20.09.15",10521,5,1,3034,22,"BOER","20.09.15",76170,76190,76170,76191,2,2572,3,"SOER","20.09.15",76224,76306,76254,76321,23346,2784,7,1,7,"BOER - SCHW Mutation auf Li 062",93541,1829,1311,4096,9158,82
"976",61,2,"20.09.15",10535,4,3,908,21,"FROB","20.09.15",68688,68719,68706,68719,4,2814,21,"WALD","20.09.15",68742,68767,68760,68778,23283,15096,2,1,2,"SCHW - MUEH",93851,2441,2375,5592,5435,25
"977",61,1,"20.09.15",10535,4,10,2045,20,"REGB","20.09.15",70668,70682,70686,70692,11,3034,1,"BOER","20.09.15",70752,70755,70788,70773,23284,15060,1,1,1,"MUEH - SCHW",93851,2089,1829,4770,4100,3
"978",33,1,"24.09.15",10171,2,2,1194,10,"HINT","24.09.15",21084,21287,21096,21287,3,2451,10,"SPYR","24.09.15",21132,21316,21144,21316,352937,11792,5,1,5,"KFLU - TRIE",103255,2606,2600,5933,5919,184
"979",33,1,"24.09.15",10168,1,27,48,12,"ALBP","24.09.15",80574,80632,80604,80655,28,1446,1,"KSIH","24.09.15",80634,80684,80646,80691,352929,11671,1,1,1,"BTIE - TRIE",104928,1535,2582,9401,6319,50
"980",2,2,"23.09.15",2062,6,19,1548,1,"LETG","23.09.15",33060,33071,33084,33089,20,883,1,"FREI","23.09.15",33132,33134,33156,33153,349763,4400,2,1,2,"BTIE - FARB",104126,2245,2253,5098,5120,2
"981",10,1,"23.09.15",3070,3,23,2924,0,"WINK","23.09.15",57216,57209,57240,57229,24,1098,0,"HALB","23.09.15",57276,57278,57300,57296,46295,3747,1,1,1,"FRAF - GESS",91371,2293,2258,5238,5139,2
"982",2,1,"23.09.15",3002,3,16,601,0,"BOES","23.09.15",42564,42562,42582,42577,17,615,0,"BURK","23.09.15",42654,42663,42690,42673,349619,4399,1,1,1,"FARB - BTIE",104474,2228,2590,6211,6341,9
"983",2,2,"23.09.15",3002,3,15,1357,1,"KALK","23.09.15",81276,81281,81306,81302,16,1579,1,"LOCH","23.09.15",81348,81362,81378,81378,349636,4400,2,1,2,"BTIE - FARB",104474,1906,2248,4290,5106,14
"984",5,1,"23.09.15",2093,1,10,3026,1,"ENGE","23.09.15",64572,64592,64608,64612,11,199,0,"BEDE","23.09.15",64680,64672,64710,64685,350070,4519,3,1,3,"KFLU - LAUB",103687,1893,1852,4244,4156,-8
"985",75,1,"23.09.15",10417,5,7,6304,20,"KOES","23.09.15",60732,60673,60750,60686,8,2320,21,"SCHG","23.09.15",60810,60740,60834,60789,53507,13282,51,1,51,"SEPL - BOEN neue Fz.",91794,2773,2843,9347,6776,-70
"986",32,1,"22.09.15",10079,1,14,2127,10,"ROEN","22.09.15",33804,33888,33822,33901,15,1644,12,"MILA","22.09.15",33876,33996,33894,34016,353311,4326,1,1,1,"HOLZ - STRV",104947,2787,2650,6632,6054,120
"987",46,2,"22.09.15",10147,1,7,1528,11,"LEHE","22.09.15",70662,70672,70686,70685,8,2035,11,"REBE","22.09.15",70722,70740,70740,70749,353324,11466,2,1,2,"BQUA - RUET",103950,2563,2778,6258,6612,18
"988",786,2,"22.09.15",11017,12,12,899,51,"FWIT","22.09.15",38070,38068,38088,38079,13,3444,51,"GLOK","22.09.15",38118,38116,38136,38122,68105,6500,8,1,8,"FAEI - KLUS",92871,2466,2426,5656,5559,-2
"989",912,1,"22.09.15",11658,3,14,1011,50,"GOBA","22.09.15",65814,66063,65832,66071,15,516,50,"BOGL","22.09.15",65874,66115,65892,66123,182221,16384,19,1,19,"OPER - ITFA wenden OPER",97533,2746,2556,6535,6243,241
"990",8,2,"22.09.15",2066,1,3,2124,1,"ROEM","22.09.15",49230,49274,49266,49288,4,1251,1,"HOTT","22.09.15",49314,49355,49350,49371,407472,4596,2,1,2,"KLUS - HARP",105819,1531,2870,6140,6848,41
"991",31,1,"21.09.15",10064,9,10,3148,10,"LETP","21.09.15",29766,29795,29790,29808,11,2142,10,"SBBW","21.09.15",29814,29839,29838,29858,49756,11819,1,1,1,"SZEN - HEGI",91892,2817,2824,6724,6740,25
"992",303,2,"21.09.15",11427,2,9,3748,51,"STAK","21.09.15",23256,23294,23274,23305,10,1586,51,"LUBE","21.09.15",23346,23363,23364,23363,435666,12327,6,1,6,"FARB - BKIS",106645,2398,2481,5486,5686,17
"993",303,1,"21.09.15",11427,2,5,6586,50,"CESP","21.09.15",55422,55465,55440,55465,6,6462,50,"IKEA","21.09.15",55506,55529,55524,55529,435679,12125,1,1,1,"BKIS - SCHL",106645,2397,2350,5484,8892,23
"994",89,2,"21.09.15",10249,1,13,3797,21,"ARAN","21.09.15",30072,30138,30090,30158,14,867,21,"FLUR","21.09.15",30150,30206,30168,30213,55994,8631,2,1,2,"SIHC - HEIZ",92774,2775,2769,6607,6589,56
"995",14,2,"20.09.15",2053,4,23,2572,1,"SOER","20.09.15",78474,78497,78516,78506,24,3447,1,"BOEO","20.09.15",78576,78595,78600,78609,250835,5276,2,1,2,"TRIE - SEEB",99345,1311,1919,2869,9445,19
"996",14,2,"20.09.15",2021,2,1,2680,1,"TRIE","20.09.15",64800,64812,64800,64812,2,2160,1,"SCHA","20.09.15",64890,64893,64914,64909,250777,5276,2,1,2,"TRIE - SEEB",99317,1270,1010,2745,2187,3
"997",61,1,"20.09.15",10521,5,1,6628,20,"MUEH","20.09.15",67590,67574,67590,67575,2,6627,20,"ASPH","20.09.15",67632,67631,67650,67639,23340,15060,1,1,1,"MUEH - SCHW",93541,2425,2424,5556,5554,-1
"998",62,2,"20.09.15",10521,5,16,914,21,"FRON","20.09.15",23658,23751,23670,23751,17,2737,22,"UAFF","20.09.15",23706,23800,23706,24688,23307,15081,2,1,2,"SCHW - UAFF",93541,2445,2439,5603,5589,94
"999",80,1,"20.09.15",10531,7,6,1000,20,"GLAU","20.09.15",66594,66606,66630,66625,7,2289,20,"SWEG","20.09.15",66690,66726,66714,66740,25171,4824,1,1,1,"BOEN - TRIS",92815,2454,2608,5627,5940,36
"1000",33,2,"24.09.15",10542,2,13,3043,11,"BWIP","24.09.15",55482,55614,55500,55634,14,1753,11,"NUER","24.09.15",55560,55673,55572,55685,352950,11890,2,1,2,"TRIE - BTIE",103255,2789,2693,6647,6397,113
"1001",4,2,"22.09.15",3033,5,21,3453,1,"TECH","23.09.15",2208,2145,2220,2151,22,718,1,"TONA","23.09.15",2268,2210,2280,2225,349668,10077,2,1,2,"BTIE - BALN",104593,2589,2630,6332,6000,-58
"1002",5,2,"23.09.15",2077,3,5,2795,1,"WAFF","23.09.15",30798,30988,30834,30999,6,199,1,"BEDE","23.09.15",30888,31089,30918,31122,350128,4520,4,1,4,"LAUB - KFLU",103698,2781,1852,6621,4155,201
"1003",10,1,"23.09.15",3073,5,12,3447,2,"BOEO","23.09.15",77802,77871,77826,77881,13,2572,0,"SOER","23.09.15",77886,77986,77922,78000,46047,3747,1,1,1,"FRAF - GESS",91415,1919,1311,9443,2872,100
"1004",13,1,"23.09.15",3008,1,8,800,0,"EGUT","23.09.15",26268,26302,26286,26316,9,2800,0,"WAIF","23.09.15",26346,26380,26370,26408,47028,5232,1,1,1,"FRAN - ALBG",90924,2635,2614,6014,5959,34
"1005",2,1,"23.09.15",3002,3,17,615,0,"BURK","23.09.15",33654,33706,33690,33721,18,440,0,"BELL","23.09.15",33768,33811,33828,33833,349615,4399,1,1,1,"FARB - BTIE",104474,2590,1565,6341,3536,43
"1006",912,1,"23.09.15",11658,2,5,917,0,"FROE","23.09.15",40998,41051,41028,41059,6,2907,0,"WILD","23.09.15",41058,41097,41082,41106,182187,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2680,2651,6373,6056,39
"1007",912,2,"23.09.15",11658,2,12,476,51,"BEUG","23.09.15",35862,35875,35880,35912,13,715,51,"DUFP","23.09.15",35982,35999,36000,36078,182184,16406,20,1,20,"ITFA - OPER wenden OPER",96381,2659,2628,6074,5995,17
"1008",75,1,"23.09.15",10417,5,9,573,23,"BUHN","23.09.15",49998,50015,50022,50021,10,6250,20,"HIMM","23.09.15",50082,50092,50100,50099,53499,13282,51,1,51,"SEPL - BOEN neue Fz.",91794,2682,2847,6379,6792,10
"1009",35,1,"22.09.15",10332,2,3,821,20,"FARB","22.09.15",22404,22432,22434,22490,4,1698,20,"NEES","22.09.15",22500,22600,22518,22600,353164,4285,1,1,1,"SOLP - DUNK",104448,1310,2541,2864,5890,100
"1010",32,2,"22.09.15",10085,16,24,2968,11,"ZEHN","22.09.15",29184,29417,29196,29429,25,1259,11,"HUNG","22.09.15",29250,29494,29262,29506,352893,4327,2,1,2,"STRV - HOLZ",103622,1845,1598,4137,3641,244
"1011",786,2,"22.09.15",11017,12,7,446,51,"BGER","22.09.15",48456,48527,48474,48537,8,1871,51,"PFAF","22.09.15",48624,48689,48642,48696,68111,6500,8,1,8,"FAEI - KLUS",92871,2431,2461,5568,5646,65
"1012",912,1,"22.09.15",11660,2,6,2907,0,"WILD","22.09.15",77028,77041,77052,77046,7,3041,52,"BTIE","22.09.15",77124,77126,77142,77160,182207,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2651,2788,6056,6636,2
"1013",303,1,"21.09.15",11427,2,9,3520,50,"BRUL","21.09.15",45138,45440,45162,45440,10,3460,50,"ASPS","21.09.15",45240,45544,45252,45554,435675,12125,1,1,1,"BKIS - SCHL",106645,2327,2360,5330,5399,304
"1014",305,2,"21.09.15",11413,1,9,1616,51,"MARW","21.09.15",22698,22708,22716,22715,10,3344,51,"DSTA","21.09.15",22788,22787,22806,22796,435892,86,2,1,2,"KIND - BDIE",106372,2346,1959,5370,4427,-1
"1015",89,1,"21.09.15",10249,1,6,1231,20,"HOHE","21.09.15",23904,23948,23916,23957,7,2934,20,"WINH","21.09.15",23958,24012,23982,24022,55991,8630,1,1,1,"HEIZ - SIHC",92774,2841,2710,6772,6437,54
"1016",14,2,"20.09.15",2053,4,10,1366,0,"SIHP","20.09.15",50568,50687,50592,50706,11,1608,0,"LOEW","20.09.15",50670,50780,50706,50804,250825,5276,2,1,2,"TRIE - SEEB",99345,2262,2256,5153,5127,110
"1017",14,2,"20.09.15",2013,6,18,1061,1,"GUGG","20.09.15",57936,58022,57954,58035,19,1643,1,"MIBU","20.09.15",58014,58091,58074,58123,250884,5276,2,1,2,"TRIE - SEEB",99412,2045,1504,4635,3321,77
"1018",14,2,"20.09.15",2013,6,22,2151,1,"SALE","20.09.15",25926,25929,25944,25941,23,2572,1,"SOER","20.09.15",26004,26016,26046,26029,250872,5276,2,1,2,"TRIE - SEEB",99412,2313,1311,5288,2869,12
"1019",61,2,"20.09.15",10521,5,16,6626,21,"BLUM","20.09.15",67320,67227,67338,67227,17,6627,21,"ASPH","20.09.15",67392,67276,67410,67284,23339,15096,2,1,2,"SCHW - MUEH",93541,2423,2424,5553,5555,-116
"1020",61,1,"20.09.15",10535,4,1,6628,20,"MUEH","20.09.15",51990,52048,51990,52048,2,6627,20,"ASPH","20.09.15",52032,52108,52050,52120,23272,15060,1,1,1,"MUEH - SCHW",93851,2425,2424,5556,5554,76
"1021",80,2,"20.09.15",10529,8,5,47,21,"ALBR","20.09.15",50262,50322,50286,50336,6,3705,21,"ALBD","20.09.15",50304,50383,50334,50397,26199,4825,2,1,2,"TRIS - BOEN",90280,2810,2564,6699,6262,79
"1022",33,2,"24.09.15",10168,1,1,2680,10,"TRIE","24.09.15",32550,32630,32550,32631,2,1320,11,"IDEY","24.09.15",32610,32687,32622,32697,352912,11890,2,1,2,"TRIE - BTIE",104928,1270,2851,2744,6802,77
"1023",2,1,"23.09.15",2062,6,18,440,0,"BELL","23.09.15",80688,80737,80748,80757,19,1845,0,"OPER","23.09.15",80790,80825,80826,80848,349784,4399,1,1,1,"FARB - BTIE",104126,1565,2104,3536,4816,35
"1024",5,2,"23.09.15",2092,3,3,2550,1,"SAAL","23.09.15",73056,73078,73080,73088,4,2771,1,"SIHN","23.09.15",73134,73160,73158,73180,350154,4520,4,1,4,"LAUB - KFLU",103698,1854,2183,4161,4992,26
"1025",10,2,"23.09.15",3073,5,28,3027,1,"FLUG07","23.09.15",26208,26321,26220,26342,29,6232,1,"FRAF07","23.09.15",26316,26439,26316,26577,46026,3748,2,1,2,"GESS - FRAF",91415,588,373,1299,825,123
"1026",10,1,"23.09.15",3067,16,19,1507,0,"LANM","23.09.15",39420,39618,39444,39628,20,1550,0,"LETZ","23.09.15",39480,39688,39504,39692,47373,3747,1,1,1,"FRAF - GESS",90499,2315,2274,5295,5183,208
"1027",2,2,"23.09.15",3002,3,8,440,1,"BELL","23.09.15",57588,57653,57642,57672,9,615,1,"BURK","23.09.15",57714,57787,57774,57814,349626,4400,2,1,2,"BTIE - FARB",104474,1565,2590,3552,6339,73
"1028",2,2,"23.09.15",3002,3,4,1286,1,"HOES","23.09.15",52776,52787,52806,52805,5,832,1,"FELD","23.09.15",52842,52849,52878,52867,349624,4400,2,1,2,"BTIE - FARB",104474,2615,2689,5961,6392,7
"1029",912,1,"23.09.15",11658,2,1,1845,50,"OPER","23.09.15",51510,51528,51510,51529,2,1456,0,"KRES","23.09.15",51576,51597,51612,51614,182193,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2104,2612,8096,5952,21
"1030",75,2,"23.09.15",10417,5,7,2320,20,"SCHG","23.09.15",72498,72615,72522,72630,8,6304,21,"KOES","23.09.15",72570,72703,72588,72711,53516,13276,52,1,52,"BOEN - SEPL neue Fz.",91794,2843,2773,6775,9361,133
"1031",78,2,"22.09.15",10332,4,7,2276,23,"BUCL","22.09.15",76746,76808,76758,76818,8,2033,21,"RAUH","22.09.15",76788,76878,76800,76887,353223,4271,4,1,4,"BAEN - FARB",104448,2531,2542,5857,5895,90
"1032",912,2,"22.09.15",11660,2,5,2327,51,"SUEB","22.09.15",24522,24638,24540,24646,6,2167,51,"SIHG","22.09.15",24582,24745,24600,24760,182178,16406,20,1,20,"ITFA - OPER wenden OPER",96381,2848,2864,6795,6831,163
"1033",912,1,"22.09.15",11660,2,10,715,52,"DUFP","22.09.15",59334,59398,59352,59486,11,476,50,"BEUG","22.09.15",59394,59560,59412,59569,182197,16384,19,1,19,"OPER - ITFA wenden OPER",96381,2628,2659,5997,6073,166
"1034",46,1,"22.09.15",10161,9,2,944,10,"GEER","22.09.15",74136,74204,74160,74215,3,1156,10,"HEIZ","22.09.15",74226,74293,74244,74293,353658,12511,19,1,19,"RUET - HARP für Einfahrt",104457,2198,1454,5018,3216,67
"1035",311,2,"21.09.15",11404,1,10,3472,51,"SWER","21.09.15",33924,33860,33936,33860,11,3727,51,"GLAN","21.09.15",33990,33927,34020,34023,435748,118,2,1,2,"BWEI - BDIE",106260,2369,2366,5421,5414,-63
"1036",95,2,"21.09.15",10547,6,2,867,21,"FLUR","21.09.15",64542,64508,64560,64544,3,1364,21,"KAPP","21.09.15",64608,64608,64656,64608,55525,4859,2,1,2,"FLAG - BALT",90630,2769,2244,6589,5092,0
"1037",89,2,"21.09.15",10618,3,15,1364,21,"KAPP","21.09.15",52686,52793,52728,52793,16,1549,21,"LPAW","21.09.15",52788,52859,52818,52881,56034,8631,2,1,2,"SIHC - HEIZ",92308,2244,2626,5092,5991,71
"1038",14,1,"20.09.15",2021,2,5,2572,0,"SOER","20.09.15",46146,46176,46182,46195,6,2151,0,"SALE","20.09.15",46242,46262,46266,46277,250770,5275,1,1,1,"SEEB - TRIE",99317,1311,2313,2872,5289,20
"1039",14,1,"20.09.15",2053,4,15,413,0,"BQUA","20.09.15",53622,53627,53682,53662,16,412,1,"BPLA","20.09.15",53748,53732,53796,53759,250826,5275,1,1,1,"SEEB - TRIE",99345,1542,1541,3457,3448,-16
